LD1,LD2,LD3,LD4
3.7082770509284706,0.36574977665861347,-4.0857333876933755,-1.3856051064062997
3.892134600290615,-3.1513884330126007,3.1163319333995902,0.8953953010853231
-0.09308134190650613,0.9179352659679971,-1.3347155612886226,1.2711877383551449
1.3765037562042852,-0.3427940068975893,-4.997541163545924,0.11871248065674213
0.3941482774963896,-0.2186796924698504,-0.02166062056779169,0.5221299079848863
-1.125873219918242,4.512258903285195,1.5782973489928038,-1.4667994486197502
5.1545648683935,-4.3461210391668645,2.1764056475720053,-1.0292478719034803
-2.2736218183623707,3.074126906247289,0.08405524434940773,-0.8987930447013098
0.031560810090899394,1.7362248415358625,-1.836572981304728,1.347258090691324
6.130205591477046,-2.3029783149329024,1.0937713910561784,-0.15818185208985985
0.1032516262893766,3.4383374875250023,1.6991813481208395,1.6334095479888866
-7.652852328146921,-5.0012764751852865,1.0584577186835746,-0.39931431661688316
-2.131272307183688,5.827332910069528,2.3884132057632077,-0.4954945741032696
-7.5139455656528655,-4.508728129624397,-0.9186901235371676,0.04534314767855586
