PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
2.7695232553573894,-0.7782002423224544,-0.007182341445725521,-0.275170330264213,-0.3993927934136759,-0.1384132350892897,-0.2986776128724462,-1.1067148315677893,0.5402400693599402,-0.25163084269986585,-0.3413846254889039,-0.14464560481679362,4.137593736676478e-18
0.5353105938394315,0.3785468183741593,-0.41622319593605034,-0.3572451950654687,0.15696922901836186,0.2008217589009763,-0.03747956962633089,-0.16964632899812854,0.006626078672103866,-0.09849574199502725,-0.041725813095589696,0.004631586977957937,2.0252390679586795e-16
-0.21627019337153522,0.9230893498101475,-0.11293365537190822,0.10591438534641807,-0.06681820562184476,0.29825303851637536,0.08582548250829512,-0.19690360380962232,-0.45825015476773073,-0.18828643434363274,-0.4231923054347431,-0.025444853762833546,3.0801296196710465e-17
0.33154450474472824,0.392544424949993,-0.2959401082202447,-0.20449427442309662,0.09606733013430106,0.16579648449730752,-0.10986532553327762,-0.4418770836621267,0.20374853753393937,-0.1567379206282988,-0.05546949311794879,-0.0019446056437772627,3.217149971311217e-16
1.1127762701936883,0.3685683159041329,-1.0214653163375498,-0.7345156015739285,0.5059981783153259,0.3154983276886703,0.2623115176605008,0.5817870916503562,-0.48179101724046214,0.12621710002168132,0.030919578542015224,0.05941256050535565,-5.135994166256313e-18
0.3300339204309944,0.4492999694508946,-0.20697552902704652,-0.15639659324671923,0.05716510234078867,0.14987988148651818,-0.11174935646982473,-0.3928143060026739,0.1167576153002223,-0.08334436487996051,-0.0804389768716677,-0.010101551592112054,2.598520980532085e-16
-0.3123955292822029,-1.7513451313426889,0.49949723495353865,0.01925195612820926,-1.2858426737495026,0.284311781066009,-0.16146021579869363,-1.0403518271762693,-0.357173053352652,-0.4808032513767058,-0.16106558687776243,1.0784662922804193,1.0101987670760823e-15
2.7800329591844584,-0.372853720777407,-2.192580996591767,-1.9108334367440378,1.372734273548606,0.18698517702704548,0.4929614474368351,2.180444287643623,-0.46240759024263534,1.2019339548551375,0.018385438026204414,0.1890430334456199,2.7093679729414537e-16
0.54818072274738,-0.1494947534220948,-0.42624688295433466,-0.149811143176698,0.04749027772920035,0.5041568111733458,-0.10375137099374616,-0.5521729044215151,0.17974699130353036,-0.32646756097187635,0.31759943029962207,-0.019716374571418373,5.536197710136237e-17
0.4470746080955111,-0.22862898439454152,-0.44830344544226813,0.03636156613363715,0.0920898208323034,0.48360676787805895,-0.13425586065998726,-0.4087734885260093,0.1531789021843333,-0.3540006403951762,0.12082765544441382,-0.02360020488486514,8.944274694588796e-17
